Square 20 20
Animal Wolf 18 9 18 8 9 5 62 0 
Animal Wolf 1 13 1 12 9 5 62 0 
Animal Wolf 2 3 3 3 9 5 62 0 
Animal Wolf 2 10 1 10 9 5 17 0 
Animal Turtle 16 5 16 6 2 1 62 0 
Plant Grass 15 10 0 0 62 
Plant Grass 3 2 0 0 62 
Plant Grass 0 15 0 0 62 
Plant Dandelion 16 19 0 0 62 
Plant Guarana 16 0 0 0 62 
Plant Guarana 9 14 0 0 62 
Plant Guarana 6 0 0 0 62 
Plant Nightshade 9 19 99 0 62 
Plant Nightshade 0 15 99 0 62 
Plant Nightshade 17 19 99 0 62 
Plant Nightshade 11 4 99 0 62 
Plant Hogweed 6 19 10 0 62 
Plant Hogweed 6 0 10 0 62 
Plant Hogweed 19 16 10 0 62 
Plant Hogweed 13 11 10 0 62 
Plant Hogweed 10 18 10 0 62 
Plant Dandelion 16 18 0 0 61 
Plant Dandelion 14 2 0 0 61 
Plant Nightshade 1 15 99 0 61 
Plant Hogweed 6 1 10 0 61 
Plant Hogweed 11 18 10 0 61 
Plant Guarana 5 0 0 0 60 
Plant Hogweed 7 0 10 0 60 
Plant Hogweed 11 19 10 0 60 
Plant Dandelion 2 9 0 0 59 
Plant Nightshade 9 18 99 0 59 
Plant Nightshade 0 16 99 0 59 
Plant Hogweed 7 1 10 0 59 
Plant Dandelion 15 19 0 0 58 
Plant Dandelion 13 1 0 0 58 
Plant Hogweed 7 19 10 0 58 
Plant Dandelion 15 18 0 0 58 
Plant Hogweed 13 10 10 0 57 
Plant Guarana 4 0 0 0 57 
Plant Dandelion 14 19 0 0 57 
Plant Hogweed 10 17 10 0 56 
Plant Dandelion 8 14 0 0 56 
Plant Dandelion 14 18 0 0 56 
Plant Hogweed 13 9 10 0 56 
Plant Dandelion 13 18 0 0 55 
Plant Nightshade 2 15 99 0 54 
Plant Grass 15 9 0 0 53 
Plant Grass 4 2 0 0 53 
Plant Nightshade 18 19 99 0 53 
Plant Dandelion 17 18 0 0 53 
Plant Hogweed 11 17 10 0 53 
Plant Dandelion 0 10 0 0 53 
Plant Grass 3 1 0 0 52 
Plant Hogweed 14 11 10 0 52 
Plant Nightshade 8 18 99 0 52 
Plant Dandelion 0 8 0 0 52 
Plant Dandelion 8 13 0 0 52 
Plant Nightshade 2 16 99 0 52 
Plant Dandelion 0 11 0 0 52 
Plant Dandelion 15 2 0 0 51 
Plant Nightshade 1 16 99 0 51 
Plant Guarana 3 0 0 0 51 
Plant Dandelion 12 18 0 0 51 
Plant Grass 4 1 0 0 51 
Plant Dandelion 7 16 0 0 51 
Plant Guarana 17 0 0 0 50 
Plant Hogweed 6 18 10 0 50 
Plant Dandelion 7 13 0 0 50 
Plant Hogweed 8 0 10 0 50 
Plant Hogweed 12 19 10 0 50 
Plant Dandelion 15 17 0 0 50 
Plant Dandelion 14 17 0 0 50 
Plant Nightshade 19 19 99 0 50 
Plant Dandelion 18 18 0 0 50 
Plant Grass 15 11 0 0 49 
Plant Hogweed 14 10 10 0 49 
Plant Dandelion 5 13 0 0 49 
Plant Grass 5 2 0 0 49 
Plant Dandelion 17 17 0 0 49 
Plant Guarana 2 0 0 0 49 
Plant Nightshade 19 18 99 0 49 
Plant Grass 16 10 0 0 48 
Plant Nightshade 0 14 99 0 48 
Plant Nightshade 9 17 99 0 48 
Plant Dandelion 0 12 0 0 48 
Plant Dandelion 12 17 0 0 48 
Plant Hogweed 7 18 10 0 48 
Plant Dandelion 13 17 0 0 48 
Plant Dandelion 18 17 0 0 48 
Plant Dandelion 16 17 0 0 48 
Plant Dandelion 8 16 0 0 47 
Plant Dandelion 0 6 0 0 47 
Plant Dandelion 14 16 0 0 47 
Plant Dandelion 16 1 0 0 47 
Plant Dandelion 19 17 0 0 47 
Plant Hogweed 6 2 10 0 46 
Plant Guarana 5 1 0 0 46 
Plant Dandelion 12 1 0 0 46 
Plant Hogweed 12 10 10 0 46 
Plant Dandelion 13 19 0 0 46 
Plant Hogweed 14 12 10 0 46 
Plant Dandelion 6 15 0 0 46 
Plant Dandelion 8 12 0 0 46 
Plant Dandelion 13 3 0 0 46 
Plant Nightshade 9 16 99 0 46 
Plant Dandelion 18 16 0 0 46 
Plant Dandelion 16 16 0 0 46 
Plant Dandelion 8 17 0 0 46 
Plant Dandelion 13 16 0 0 46 
Plant Nightshade 8 19 99 0 45 
Plant Hogweed 11 16 10 0 45 
Plant Hogweed 9 0 10 0 45 
Plant Grass 16 11 0 0 45 
Plant Dandelion 10 3 0 0 45 
Plant Dandelion 12 16 0 0 45 
Plant Dandelion 14 15 0 0 45 
Plant Dandelion 12 3 0 0 45 
Plant Dandelion 16 15 0 0 45 
Plant Dandelion 17 16 0 0 45 
Plant Dandelion 7 17 0 0 45 
Plant Dandelion 16 2 0 0 44 
Plant Guarana 17 1 0 0 44 
Plant Dandelion 6 13 0 0 44 
Plant Guarana 1 0 0 0 44 
Plant Dandelion 9 2 0 0 44 
Plant Dandelion 10 0 0 0 44 
Plant Dandelion 6 16 0 0 44 
Plant Dandelion 7 12 0 0 44 
Plant Dandelion 15 16 0 0 44 
Plant Dandelion 12 15 0 0 44 
Plant Dandelion 12 2 0 0 44 
Plant Dandelion 6 17 0 0 44 
Plant Guarana 18 0 0 0 43 
Plant Nightshade 1 14 99 0 43 
Plant Dandelion 0 13 0 0 43 
Plant Hogweed 7 2 10 0 43 
Plant Dandelion 5 15 0 0 43 
Plant Dandelion 13 2 0 0 43 
Plant Nightshade 11 2 99 0 43 
Plant Guarana 9 13 0 0 42 
Plant Hogweed 10 19 10 0 42 
Plant Dandelion 14 1 0 0 42 
Plant Dandelion 7 14 0 0 42 
Plant Hogweed 8 1 10 0 42 
Plant Nightshade 10 16 99 0 42 
Plant Dandelion 18 15 0 0 42 
Plant Dandelion 17 15 0 0 42 
Plant Dandelion 17 2 0 0 42 
Plant Dandelion 15 15 0 0 42 
Plant Guarana 19 0 0 0 42 
Plant Dandelion 3 11 0 0 42 
Plant Dandelion 5 14 0 0 41 
Plant Hogweed 6 3 10 0 41 
Plant Dandelion 7 15 0 0 41 
Plant Dandelion 9 12 0 0 41 
Plant Dandelion 6 14 0 0 41 
Plant Dandelion 5 16 0 0 41 
Plant Dandelion 7 11 0 0 41 
Plant Dandelion 6 12 0 0 41 
Plant Guarana 10 13 0 0 41 
Plant Hogweed 13 12 10 0 40 
Plant Dandelion 8 15 0 0 40 
Plant Nightshade 2 14 99 0 40 
Plant Grass 15 12 0 0 40 
Plant Dandelion 18 14 0 0 40 
Plant Hogweed 5 3 10 0 40 
Plant Dandelion 5 17 0 0 40 
Plant Hogweed 12 11 10 0 39 
Plant Dandelion 14 3 0 0 39 
Plant Grass 2 1 0 0 39 
Plant Hogweed 14 9 10 0 39 
Plant Dandelion 5 12 0 0 39 
Plant Dandelion 0 5 0 0 39 
Plant Dandelion 13 15 0 0 39 
Plant Hogweed 8 2 10 0 39 
Plant Dandelion 9 1 0 0 39 
Plant Dandelion 15 14 0 0 39 
Plant Dandelion 6 11 0 0 39 
Plant Guarana 11 13 0 0 39 
Plant Hogweed 13 13 10 0 39 
Plant Hogweed 5 19 10 0 38 
Plant Dandelion 15 1 0 0 38 
Plant Dandelion 13 4 0 0 38 
Plant Dandelion 12 4 0 0 38 
Plant Dandelion 19 15 0 0 38 
Plant Hogweed 12 12 10 0 38 
Plant Dandelion 14 4 0 0 38 
Plant Dandelion 5 11 0 0 38 
Plant Nightshade 0 17 99 0 37 
Plant Dandelion 9 3 0 0 37 
Plant Dandelion 14 14 0 0 37 
Plant Dandelion 10 12 0 0 37 
Plant Dandelion 9 15 0 0 37 
Plant Hogweed 8 3 10 0 37 
Plant Dandelion 15 0 0 0 37 
Plant Dandelion 13 5 0 0 37 
Plant Hogweed 12 9 10 0 36 
Plant Nightshade 3 15 99 0 36 
Plant Nightshade 1 17 99 0 36 
Plant Grass 17 10 0 0 36 
Plant Dandelion 16 14 0 0 36 
Plant Dandelion 14 0 0 0 36 
Plant Hogweed 7 3 10 0 36 
Plant Dandelion 0 4 0 0 36 
Plant Dandelion 19 14 0 0 36 
Plant Dandelion 9 4 0 0 36 
Plant Dandelion 14 13 0 0 36 
Plant Dandelion 13 14 0 0 36 
Plant Dandelion 12 5 0 0 36 
Plant Guarana 10 14 0 0 35 
Plant Dandelion 4 15 0 0 35 
Plant Dandelion 17 14 0 0 35 
Plant Dandelion 4 16 0 0 35 
Plant Dandelion 18 13 0 0 35 
Plant Hogweed 5 18 10 0 35 
Plant Dandelion 5 10 0 0 35 
Plant Dandelion 10 15 0 0 35 
Plant Dandelion 16 13 0 0 35 
Plant Dandelion 19 13 0 0 35 
Plant Dandelion 8 4 0 0 35 
Plant Guarana 18 1 0 0 34 
Plant Dandelion 7 10 0 0 34 
Plant Dandelion 6 10 0 0 34 
Plant Dandelion 14 5 0 0 34 
Plant Nightshade 0 18 99 0 34 
Plant Hogweed 11 9 10 0 34 
Plant Nightshade 2 17 99 0 34 
Plant Dandelion 17 13 0 0 34 
Plant Dandelion 19 12 0 0 34 
Plant Dandelion 12 0 0 0 33 
Plant Hogweed 11 10 10 0 33 
Plant Dandelion 8 11 0 0 33 
Plant Hogweed 11 15 10 0 33 
Plant Dandelion 18 2 0 0 33 
Plant Dandelion 9 11 0 0 33 
Plant Dandelion 4 17 0 0 33 
Plant Dandelion 15 3 0 0 33 
Plant Hogweed 14 8 10 0 33 
Plant Dandelion 5 9 0 0 33 
Plant Dandelion 15 13 0 0 33 
Plant Hogweed 12 13 10 0 33 
Plant Dandelion 18 3 0 0 33 
Plant Dandelion 13 6 0 0 33 
Plant Hogweed 4 18 10 0 33 
Plant Dandelion 16 12 0 0 33 
Plant Dandelion 10 5 0 0 33 
Plant Dandelion 7 9 0 0 33 
Plant Dandelion 14 6 0 0 33 
Plant Dandelion 17 12 0 0 33 
Plant Dandelion 18 12 0 0 33 
Plant Hogweed 6 4 10 0 32 
Plant Hogweed 11 11 10 0 32 
Plant Guarana 11 12 0 0 32 
Plant Grass 17 11 0 0 32 
Plant Dandelion 9 5 0 0 32 
Plant Dandelion 7 4 0 0 32 
Plant Dandelion 8 10 0 0 32 
Plant Hogweed 11 8 10 0 32 
Plant Dandelion 19 2 0 0 32 
Plant Dandelion 10 11 0 0 32 
Plant Dandelion 3 17 0 0 32 
Plant Dandelion 6 9 0 0 32 
Plant Dandelion 13 0 0 0 31 
Plant Dandelion 10 1 0 0 31 
Plant Hogweed 4 19 10 0 31 
Plant Nightshade 1 18 99 0 31 
Plant Grass 18 10 0 0 31 
Plant Dandelion 3 16 0 0 31 
Plant Dandelion 11 0 0 0 31 
Plant Dandelion 10 6 0 0 31 
Plant Dandelion 8 9 0 0 31 
Plant Dandelion 15 6 0 0 31 
Plant Dandelion 7 5 0 0 31 
Plant Dandelion 19 3 0 0 31 
Plant Dandelion 3 18 0 0 31 
Plant Dandelion 3 14 0 0 30 
Plant Dandelion 1 2 0 0 30 
Plant Dandelion 11 5 0 0 30 
Plant Dandelion 16 4 0 0 30 
Plant Dandelion 15 5 0 0 30 
Plant Nightshade 0 19 99 0 30 
Plant Dandelion 19 11 0 0 30 
Plant Dandelion 9 10 0 0 30 
Plant Dandelion 15 4 0 0 30 
Plant Dandelion 7 8 0 0 30 
Plant Dandelion 14 7 0 0 30 
Plant Hogweed 5 4 10 0 30 
Plant Dandelion 19 1 0 0 30 
Plant Dandelion 11 6 0 0 30 
Plant Dandelion 11 1 0 0 29 
Plant Guarana 11 14 0 0 29 
Plant Dandelion 12 6 0 0 29 
Plant Dandelion 10 10 0 0 29 
Plant Dandelion 19 4 0 0 29 
Plant Dandelion 2 18 0 0 29 
Plant Dandelion 0 2 0 0 29 
Plant Nightshade 1 19 99 0 29 
Plant Grass 15 8 0 0 28 
Plant Grass 16 9 0 0 28 
Plant Dandelion 10 2 0 0 28 
Plant Grass 1 1 0 0 28 
Plant Dandelion 3 19 0 0 28 
Plant Dandelion 19 10 0 0 28 
Plant Dandelion 9 9 0 0 28 
Plant Dandelion 11 7 0 0 28 
Plant Dandelion 12 7 0 0 28 
Plant Dandelion 2 19 0 0 28 
Plant Grass 17 9 0 0 27 
Plant Dandelion 8 5 0 0 27 
Plant Hogweed 12 14 10 0 27 
Plant Dandelion 13 7 0 0 27 
Plant Dandelion 10 4 0 0 27 
Plant Dandelion 9 6 0 0 27 
Plant Dandelion 10 7 0 0 27 
Plant Dandelion 8 8 0 0 27 
Plant Dandelion 15 7 0 0 27 
Plant Grass 16 8 0 0 27 
Plant Dandelion 19 9 0 0 27 
Plant Dandelion 12 8 0 0 27 
Plant Hogweed 13 8 10 0 26 
Plant Grass 4 3 0 0 26 
Plant Dandelion 11 3 0 0 26 
Plant Dandelion 16 3 0 0 26 
Plant Grass 0 1 0 0 26 
Plant Dandelion 8 6 0 0 26 
Plant Dandelion 9 8 0 0 26 
Plant Dandelion 10 9 0 0 25 
Plant Dandelion 9 7 0 0 25 
Plant Dandelion 10 8 0 0 25 
Plant Dandelion 7 7 0 0 25 
Plant Dandelion 4 14 0 0 24 
Plant Dandelion 2 5 0 0 24 
Plant Hogweed 6 5 10 0 24 
Plant Dandelion 8 7 0 0 24 
Plant Dandelion 7 6 0 0 24 
Plant Dandelion 17 3 0 0 22 
Plant Dandelion 5 6 0 0 22 
Plant Dandelion 18 11 0 0 21 
Plant Dandelion 3 5 0 0 21 
Plant Dandelion 4 6 0 0 21 
Plant Hogweed 5 5 10 0 20 
Plant Dandelion 4 5 0 0 19 
Plant Dandelion 18 4 0 0 18 
Plant Grass 17 8 0 0 18 
Plant Dandelion 1 5 0 0 17 
Plant Grass 4 4 0 0 17 
Plant Dandelion 3 10 0 0 17 
Plant Dandelion 17 4 0 0 17 
Plant Dandelion 3 6 0 0 17 
Plant Dandelion 4 7 0 0 16 
Plant Dandelion 19 8 0 0 16 
Plant Dandelion 3 9 0 0 16 
Plant Dandelion 2 6 0 0 16 
Plant Dandelion 1 6 0 0 15 
Plant Dandelion 4 9 0 0 14 
Plant Dandelion 0 3 0 0 13 
Plant Dandelion 4 11 0 0 12 
Plant Dandelion 4 10 0 0 12 
Plant Grass 1 3 0 0 11 
Plant Dandelion 3 13 0 0 11 
Plant Dandelion 6 8 0 0 11 
Plant Dandelion 3 7 0 0 11 
Plant Dandelion 4 12 0 0 11 
Plant Dandelion 18 5 0 0 11 
Plant Dandelion 4 13 0 0 10 
Plant Dandelion 17 5 0 0 10 
Plant Dandelion 1 4 0 0 10 
Plant Dandelion 19 7 0 0 10 
Plant Dandelion 19 5 0 0 9 
Plant Dandelion 2 4 0 0 9 
Plant Dandelion 3 8 0 0 8 
Plant Grass 0 0 0 0 7 
Plant Dandelion 1 11 0 0 7 
Plant Dandelion 2 7 0 0 7 
Plant Dandelion 3 12 0 0 6 
Plant Dandelion 18 6 0 0 6 
Plant Dandelion 0 7 0 0 5 
Plant Dandelion 5 7 0 0 5 
Plant Dandelion 4 8 0 0 5 
Plant Dandelion 5 8 0 0 5 
Plant Dandelion 2 13 0 0 4 
Plant Dandelion 3 4 0 0 4 
Plant Dandelion 6 7 0 0 4 
Plant Dandelion 2 8 0 0 3 
Plant Dandelion 19 6 0 0 3 
Plant Dandelion 1 7 0 0 3 
Plant Dandelion 2 2 0 0 2 
Plant Dandelion 6 6 0 0 2 
Plant Dandelion 2 11 0 0 2 
Plant Dandelion 17 6 0 0 2 
Plant Dandelion 2 12 0 0 1 
Plant Dandelion 17 7 0 0 1 
Plant Dandelion 1 9 0 0 0 
Plant Dandelion 1 10 0 0 0 
Plant Dandelion 1 12 0 0 0 
Plant Dandelion 18 7 0 0 0 
Plant Dandelion 1 8 0 0 0 
Plant Dandelion 16 6 0 0 0 
Plant Dandelion 16 7 0 0 0 
